288027019	COOKSON INDIA  PVT. LTD.
288027183	ESSEL MINING & INDUSTRIES LTD.
288027311	JAY SHREE TEA & INDUSTRIES LTD
288028422	GILLANDERS ARBUTHNOT & CO. LTD.
288028422	GILLANDERS ARBUTHNOT & CO. LTD.
288028724	HOWRAH MILLS COMPANY LTD
288029372	PHILLIPS CARBON BLACK LTD
288029712	RANBIR DEV THAKAR
288030192	GTZ (INDIA)  PRIVATE LIMITED
288030231	GURUDAYAL GANGABUX PRIVATE LTD
288030486	HINDUSTAN TEA EXPORTERS
288030532	G.A.JOLLI
288030681	ROMA BASU
288030788	B .C. SEN & C0. LTD.,
288031296	WPIL LTD.,
288031296	WPIL LTD.,
288031571	TARWAY EXPORTS
288031741	PREMIERS TEA  LTD.
288031954	IGT EXPORTS LTD.
288032519	ISPAT INDUSTRIES LTD.
288032675	JOOSUB PEERMAHOMED & CO
288034171	TIJIYA ENGINEERING PVT LTD
288034716	AGRAWALLA BROTHERS
288035054	A.TOSH & SONS INDIA LTD.,
288035470	TEKNO VALVES
288036123	APEEJAY TEA LIMITED,
288036387	KEVENTER AGRO  LTD
288037243	CENTURY PLYBOARDS (I)  LTD.
288037618	UNIWORTH LIMITED,
288037723	EPCOS INDIA PVT. LTD.,
288038479	MADHU JAYANTI INTERNATIONAL LTD.,
288040201	MANISHA EXPORT
288041194	LUMINOUS INTERNATIONAL
288041950	GEM FORGINGS PVT LTD
288046145	AARBUR
288047664	HINDUSTHAN NATIONAL GLASS & INDS LTD
288049705	ANJANA EXPORTS PVT LTD
288051815	ALPHA OVERSEAS INTERNATIONAL PVT.LTD.
288051904	J.D. JONES & CO. PVT. LTD.
289000599	J C S IMPEX PVT LTD.,
289003482	UNIVERSAL LEATHER AGENCY
289003598	NAGREEKA EXPORTS LTD.,
289003920	ALANKAR
289004195	DANISH EXPORT CORPN
289004381	NIF ISPAT LIMITED
289005281	FARINNI LEATHER PRIVATE LIMITED
289005311	SWAPAN KUMAR GHOSH
289007623	RELIANCE JUTE MILLS(INTERNATIONAL) LTD.,
289007798	SUPREME & COMPANY PRIVATE LTD.
289007895	PRABHAT  AGARWALA
289008026	BEEKAY STEEL INDUSTRIES LTD.
289008476	B.S.ARORA & SONS HUF
289010659	GHOSH EXPORTS PVT. LTD.,
289011710	MANOJ KUMAR BHANDARI
289011965	A.K. EXPORTERS
289012023	TIMKEN INDIA LTD.
289012660	EASTERN METALLURGICAL EQUIPMENTS PVT. LTD.
289013691	EXCELSIOR LEATHERS PVT. LTD.
289015731	INDUSS FOOD PRODUCTS & EQUIPMENTS LIMITED
289015847	BOSCON LEATHER PRODUCTS PVT. LTD.
289016088	EXACT LEATHER & ACCESSORIES
290000289	BALAJI EXPORT CORPORATION
290001030	COASTAL PACKAGERS PVT. LTD.
290001048	JFC BUSINESS LTD.
290002052	TEESTA VALLEY EXPORTS LIMITED
290002338	RAAG EXPORTS PVT. LTD.
290003415	MEGATHERM ELECTRONICS PVT. LTD.
290004683	S.M. EXPORTS
290005132	MODERN IMPEX
290005175	UMA EXPORTS   LTD.
290005329	DC INDUSTRIAL PLANT SERVICES PVT. LIMITED
291000100	T & I GLOBAL LTD.
291000444	SHEWAKRAMANI EXPORTS P LTD.
291000827	ACKNIT INDUSTRIES LIMITED
291000916	HOBB INTERNATIONAL PVT. LTD.
291002013	MANISH KUMAR JAJODIA
291002277	STC INTERNATIONAL
291002587	IFGL REFRACTORIES LTD.
291003869	DINESH BROTHERS P. LTD.
291004610	MKJ ENTERPRISES LTD.
291004890	A.P. FASHIONS PVT. LTD.
291005951	INTERNATIONAL TRADE LINKS PVT. LTD.,
291007732	PARWATI LAKH UDYOG
291007953	H.R. INTERNATIONAL LIMITED
291008640	LUXMI TEA COMPANY LIMITED
291009174	GANGA RASAYANIE P. LTD.
291009417	PRECISION POLYPLAST PVT. LTD.
291010407	DHP INDIA LIMITED
291010482	KAY BEE INDUSTRIAL ALLOYS (P) LTD.
291011217	ASIAN LEATHER  PRIVATE LIMITED
291012973	VIKRANT  FORGE LIMITED
291013422	STICHWELL EXPORTS P. LTD.
291013511	CORONA STEEL INDUSTRY (P) LTD.
291013511	SUITI EXPORTS LIMITED
292000995	THE ANANDA- BAG TEA CO. LTD.
292001312	S.S.INTERNATIONAL (INDIA)
292001517	FAUNA INTERNATIONAL
292001738	CHAMONG TEE EXPORTS P. LTD.
292002912	VIJAY KUMAR GUPTA
292004770	D. BIMALA ENTERPRISES
292005253	LUMINO INDUSTRIES LIMITED
292005661	LIMTEX (INDIA) LTD.
292007019	P.K. UDYOG
292010575	MAPLE EXPORTS PVT. LTD.
292010648	JAY GEE INDUSTRIES INDIA PRIVATE LIMITED
292010672	N.M. EXPORTS
292012284	BOTHRA SHIPPING SERVICES PVT. LTD.
292013612	KAMRUP TEA COMPANY
292014171	AMBO EXPORTS INDUSTRIES LIMITED,
292014945	BALAJI IMPEX PVT.LTD.
292015364	SARAOGI INTERNATIONAL
292015917	HIMGIRI CASTINGS PVT.LTD.
